stop_id;stop_code;stop_name;stop_desc;stop_lat;stop_lon;zone_id
350;208550;Viane Lindeberg;;50.741053865854212;3.9177682097546436;
396;208597;Galmaarden Matteketse;;50.732410394632318;3.9556575539614833;
582;208783;Gent Zuid - Perron 5;;51.0482027473643;3.7314044315293913;
993;200312;Gent Maaltebruggestraat;;51.02492181678722;3.7071899668648474;
1104;200423;Gent Marseillestraat;;51.084746887121248;3.7286233887579669;
1119;200438;Gent Heilig Hartstraat;;51.053841478369122;3.7487282057279545;
1120;200439;Gent Heernisplein;;51.052598122654416;3.7481884306415076;
1121;200440;Gent Aannemersstraat;;51.049527774968418;3.7455336979422968;
1122;200441;Gent Minneplein;;51.047911064718328;3.7474946810316929;
1211;200535;Gent Hogeschool;;51.033186150671305;3.7077433628393712;
1628;200989;Gent Jos Verdegemstraat;;51.055247844042462;3.7529314719382589;
1899;201270;Gent Zuid;;51.048140520584127;3.7315336267379484;
1941;201312;Gent Maaltebruggestraat;;51.02468627083362;3.7068654521772526;
2064;201438;Gent Heilig Hartstraat;;51.053660131009913;3.7484310906203033;
2066;201440;Gent Aannemersstraat;;51.049582611002265;3.7457041051906415;
2341;201731;Gent Snapper;;51.116857066351315;3.7806843090477233;
2579;201989;Gent Jos Verdegemstraat;;51.055302520371505;3.7530733844031587;
3191;202618;Zaffelare Hoekskensstraat;;51.11505144326604;3.8338761730116158;
3506;202939;Melle Kapellestraat;;51.005178243060961;3.7977286839401283;
3674;203110;Lokeren Bobijnerslaan;;51.10714150049;4.0127645223498485;
3921;203361;Mariakerke VISO AHS;;51.086734853674876;3.6702204741852356;
4123;203567;Gent Petroleumdok;;51.109491749966743;3.7640125885363953;
4174;203618;Zaffelare Hoekskensstraat;;51.11498865301327;3.8339054531323238;
17589;307912;Halle Station perron 8;;50.7336074515529;4.2408240923264664;
17590;307913;Halle Station perron 9;;50.733571507902795;4.240838354648119;
17599;509811;Eernegem Afstaphalte;;51.1302928063;3.0276159702902294;
17600;509812;Werken Krul;;51.041723203287191;2.9744209088710321;
17603;509815;Outrijve Weg Op Bossuit;;50.749959693697662;3.4138248283435715;
17604;509816;Avelgem Den Ast;;50.787021807315988;3.4735047658687654;
17605;509817;Anzegem Kruisweg;;50.844358437286964;3.4683951644866187;
17607;509819;Harelbeke V.T.I.;;50.845871790890016;3.3093935756605868;
17610;509822;Harelbeke Stasegem Tarwestraat;;50.833343606540843;3.3229212073477168;
17612;509824;Ledegem De Kring;;50.856648639730921;3.1257907035515524;
17615;509827;Werken Krul;;51.041734383705538;2.9746059690720763;
17617;509829;Sint-Michiels Tillegemstraat;;51.181682328829382;3.2060608528777332;
17618;509830;Sint-Michiels Tillegemstraat;;51.181584029801833;3.2061205125375722;
17620;509872;Roeselare Residentie Flora;;50.940787675541578;3.1296386125973283;
17621;509873;Roeselare De Mandel;;50.942929819864474;3.1315743172667192;
17623;509875;Dentergem Baljuwstraat;;50.96531930141655;3.4225820659779762;
17626;509878;Kanegem Oosthoek;;51.018959593493811;3.4178504242384813;
17628;509880;Wingene Burenlaan;;51.070289544557674;3.3120912279531307;
17631;509883;Meulebeke Molenstraat;;50.962461665004483;3.300881751871299;
17633;509885;Diksmuide Sportcentrum;;51.025365666487851;2.870167379864156;
17634;509886;Diksmuide Heernisse;;51.028594322943881;2.8575745803037895;
17636;509888;Diksmuide Hofstraat;;51.037387815313622;2.87594301350118;
17638;509891;Tielt Belle Vue;;50.973418578468895;3.355552573859347;
17639;509892;Zedelgem Kezelberg;;51.152050812600244;3.1384584764452614;
17640;509893;Sluis Toversluis;;51.300627220358336;3.3930439171421916;
17641;509894;Sluis Toversluis;;51.301711971127958;3.3926913876789939;
17642;509895;Stuivekenskerke Kleiputten;;51.06779445882075;2.8222333018316093;
17645;509942;Zarren Garage;;51.007116037226794;2.9696791449065789;
17646;509943;Oostnieuwkerke Bombeekweg;;50.941900729119219;3.0549430882834585;
17648;509945;Hooglede Geitestraat;;50.996195245830151;3.03498589067658;
17650;509947;Roeselare A. Willaertstraat;;50.951192399119059;3.1230871220036338;
17651;509948;Roeselare Mammoet 3;;50.963727300257048;3.12074688874005;
17655;509955;Roeselare Reigerstraat;;50.957400623718847;3.1108653539156403;
17661;509962;Roeselare Sint-Amandsstraat;;50.948100715277647;3.1214898097053347;
17662;509963;Roeselare Roularta;;50.934174728721644;3.1172927044535728;
17663;509964;Roeselare Happestraat;;50.933550407029912;3.1152321131237333;
17664;509965;Roeselare Collievijverpark;;50.93446073853486;3.1120776595433468;
17666;509967;Roeselare Maria'S Rustoord;;50.938190527450736;3.1144821134443914;
17668;509969;Roeselare Nieuw Kerkhof;;50.937795070773724;3.0969199113563191;
17669;509970;Roeselare De Spil;;50.937337832307733;3.1230706260011591;
17670;509971;Rumbeke Schaapsstraat;;50.924212741840549;3.1575866627740252;
17673;509976;Roeselare Noordlaan;;50.95502929875294;3.1127509016860939;
17675;509978;Menen Industrielaan;;50.788082189853945;3.09707730662195;
17676;509979;Roeselare Handboogstraat;;50.952630636989333;3.1179818445420775;
17695;700006;Station Aalst;;50.942762205315113;4.0391229639503479;
17696;700008;Station Aalter;;51.0924723099579;3.447847346247761;
17710;700037;Station Antwerpen-Centraal;;51.215518816449226;4.4210953389660181;
17716;700067;Station Appelterre;;50.813594173686845;3.9729523736922823;
17719;700074;Station Asse;;50.906581337407268;4.2083233351630271;
17725;700102;Station Baasrode-Zuid;;51.019552327914724;4.1538809912861421;
17727;700105;Station Balegem-Dorp;;50.919792955812682;3.7915273672876517;
17728;700106;Station Balegem-Zuid;;50.900032705268124;3.8061422587495506;
17730;700110;Station Bambrugge;;50.913579479213091;3.9355374804539354;
17740;700130;Station Beervelde;;51.087517703459028;3.8793783611108248;
17743;700136;Station Bellem;;51.083640391621969;3.48851170584926;
17744;700138;Station Belsele;;51.150724130659981;4.0880942755948686;
17751;700151;Station Beveren;;51.208442885208655;4.2594476225518454;
17778;700210;Station Brugge;;51.197509253467729;3.2166979539707956;
17789;700231;Station Buggenhout;;51.016564232210619;4.2016208497540175;
17791;700235;Station Burst;;50.907246217718118;3.9222736607201818;
17817;700317;Station Deinze;;50.978741897062108;3.5356645476625461;
17818;700318;Station Denderleeuw;;50.891781806584476;4.07238335788387;
17819;700319;Station Dendermonde;;51.023291539540708;4.1009854284382969;
17820;700320;Station De Pinte;;50.996339144032135;3.649543532544552;
17828;700335;Station Drongen;;51.047246695642272;3.6555073904822128;
17832;700345;Station Ede;;50.911014797047869;3.9866499899074253;
17833;700346;Station Eeklo;;51.181270749998845;3.5744575464784529;
17834;700347;Station Eichem;;50.82401872809497;3.9937989965071039;
17835;700348;Station Eine;;50.870339946195905;3.6236670739651173;
17836;700351;Station Eke-Nazareth;;50.9606880195787;3.6280547564236016;
17838;700360;Station Edingen;;50.697088013645065;4.047107025907188;
17842;700365;Station Erembodegem;;50.919497910930119;4.055669171454646;
17844;700367;Station Erpe-Mere;;50.929254511955634;3.9625334233095693;
17877;700432;Station Galmaarden;;50.743534497434489;3.9670366251235563;
17879;700434;Station Gavere-Asper;;50.929873990312821;3.6399920084361783;
17886;700449;Station Gent-Dampoort;;51.056557129842538;3.7404051614473954;
17889;700458;Station Geraardsbergen;;50.770240255610865;3.8723225486184778;
17895;700474;Station Gontrode;;50.979847625603007;3.8017535655370329;
17903;700494;Station Haaltert;;50.90678589071986;4.0231953458671885;
17911;700518;Station Hansbeke;;51.073307078452494;3.5361934618180149;
17922;700542;Station Heizijde;;50.989569657746038;4.1566671612283219;
17930;700563;Station Herzele;;50.897034767174361;3.879512868609202;
17934;700568;Station Hillegem;;50.891632802477183;3.8585476803677836;
17947;700601;Station Idegem;;50.801515473009509;3.9213744617076567;
17973;700654;Station Kwatrecht;;50.991770498751094;3.8291710120201654;
17977;700682;Station Landegem;;51.064563769781543;3.5758237916930651;
17980;700685;Station Landskouter;;50.97062753475636;3.7912866328463384;
17983;700699;Station Lebbeke;;51.005105480618504;4.1342713655693029;
17985;700701;Station Lede;;50.9706016269026;3.9854818450224982;
18010;700748;Station Lokeren;;51.107202374229985;3.9862200665515664;
18012;700751;Station Londerzeel;;51.008967006821408;4.2990081144561829;
18020;700781;Station Malderen;;51.014496254462237;4.2289458950044176;
18029;700797;Station Maria-Aalter;;51.1074484253186;3.3864781761062748;
18039;700815;Station Melle;;51.002582130164633;3.7981022164649065;
18041;700819;Station Melsele;;51.21072087228135;4.28668887724028;
18043;700821;Station Merchtem;;50.954002182776385;4.2239449449071067;
18044;700822;Station Merelbeke;;51.019808704061738;3.7644424971823658;
18055;700860;Station Moortsele;;50.953488936531748;3.7812645255605659;
18063;700873;Station Munkzwalm;;50.875577559925084;3.7332182422763278;
18074;700906;Station Nieuwkerken-Waas;;51.18550369131939;4.18591490377726;
18077;700910;Station Ninove;;50.839006576497745;4.0238202968964236;
18082;700923;Station Okegem;;50.8555936820677;4.053068877291313;
18086;700933;Station Opwijk;;50.974680423509938;4.18711851363365;
18088;700938;Station Oudegem;;51.014949845550291;4.0640103344986169;
18089;700939;Station Oudenaarde;;50.851313420004807;3.6021265564411467;
18106;700977;Station Puurs;;51.077343193534261;4.2810133982289464;
18118;701013;Station Ronse;;50.742468286587716;3.6018417018835844;
18125;701056;Station Scheldewindeke;;50.937049847188312;3.778226353033233;
18126;701058;Station Schellebelle;;51.003261091878258;3.9220724024457647;
18127;701059;Station Schendelbeke;;50.797949761384075;3.8991947634437052;
18128;701060;Station Schoonaarde;;51.003349726801517;4.011314902318051;
18132;701068;Station Serskamp;;50.985144300082943;3.9582046280563232;
18133;701073;Station Sinaai;;51.143069388056453;4.0676346711510893;
18140;701085;Station Lierde;;50.816353859321922;3.826653933485284;
18142;701088;Station Sint-Niklaas;;51.171600609583308;4.145262133309167;
18144;701091;Station Sleidinge;;51.126605601721266;3.6678250652311286;
18152;701128;Station Temse;;51.126156363680863;4.2215141637838736;
18161;701145;Station Tielt;;50.990956412971336;3.3306020293155765;
18180;701182;Station Viane-Moerbeke;;50.751974463692036;3.91721033887072;
18183;701186;Station Vijfhuizen;;50.943490567706192;3.98297102069687;
18192;701206;Station Waarschoot;;51.154345935153941;3.6152518512194822;
18194;701212;Station Waregem;;50.892072612845006;3.4253218840338064;
18201;701228;Station Welle;;50.903265822650717;4.0500194632619708;
18204;701234;Station Wetteren;;51.001763395288314;3.8820964223806644;
18210;701248;Station Wondelgem;;51.089488563888082;3.71955191069039;
18211;701253;Station Wichelen;;51.00193002230224;3.96948355029469;
18214;701256;Station Zandbergen;;50.806962909837608;3.9581678847088733;
18218;701265;Station Zele;;51.07289762006134;4.0421173614307486;
18221;701272;Station Zingem;;50.90788142175473;3.6466887718512173;
18222;701274;Station Zottegem;;50.869101849443361;3.8142547289927804;
18224;701278;Station Zwijndrecht;;51.214158510015118;4.3305038215882243;
18848;101000;Wilrijk A. Chantrainestraat;;51.163889370213447;4.3920733891607373;
18850;101002;Hoboken Verenigde Natieslaan;;51.166066594174218;4.3577058000303426;
18851;101003;Hoboken Verenigde Natieslaan;;51.166021637406374;4.3575485490041217;
18854;101006;Wilrijk Fotografielaan;;51.159774888706686;4.36212420848111;
18855;101007;Wilrijk Fotografielaan;;51.15996363300075;4.3618097033074763;
18856;101008;Wilrijk Moerelei;;51.162955666924383;4.3857971774826368;
18860;101012;Wilrijk Antarctica;;51.162201881064362;4.3723164377538248;
18861;101013;Wilrijk Antarctica;;51.161950225463741;4.3715587688159943;
18866;101018;Wilrijk Rooiboslaan;;51.176906438662385;4.3818843374408045;
18878;101036;Breendonk Hoogheide;;51.042745561459071;4.2953508062492487;
18882;101047;Schelle Acacialaan;;51.119193929694461;4.32956610867027;
18892;101060;Boom Industrieweg;;51.095199802291788;4.3584209582013527;
18893;101061;Boom Industrieweg;;51.095271704538938;4.3583210196320188;
18894;101062;Boom Tunnelweg;;51.099810601629279;4.3539087262057743;
18895;101063;Boom Tunnelweg;;51.0997566568392;4.3538088092011042;
18899;101067;Hemiksem Werkplaatsen;;51.156617764757179;4.3448865581364782;
18900;101068;Hemiksem Irisweg;;51.154451928753;4.34713162019239;
18901;101069;Hemiksem Irisweg;;51.154406962811976;4.347003004256428;
18903;101071;Hemiksem Heiligstraat;;51.150218731706005;4.3498060495465589;
18904;101072;Hemiksem Heiligstraat;;51.150740043217084;4.3496200526929139;
18905;101073;Hemiksem Landbouwweg;;51.147557765261219;4.347777795602294;
18906;101074;Hemiksem Landbouwweg;;51.14756677836376;4.3479206997410484;
18908;101076;Hemiksem Gemeenteplaats;;51.144294686143233;4.3466360282209111;
18909;101077;Hemiksem Gemeenteplaats;;51.144348620621692;4.3466502933027273;
18910;101078;Hemiksem Kerkstraat;;51.142918999940285;4.3444218047849557;
18911;101079;Hemiksem Kerkstraat;;51.143071863907522;4.3447075160277215;
18913;101081;Hemiksem Beukenlaan;;51.139710313224889;4.3457808266854405;
18914;101082;Hemiksem Beukenlaan;;51.1396383277278;4.3453807863852072;
18919;101087;Hemiksem Atletiekstraat;;51.136599436588355;4.3418961238097;
18923;101093;Niel Het Geleeg;;51.1114406916125;4.3451088732162786;
18945;101125;Antwerpen Bestorming;;51.206403991221869;4.3967170308963324;
18948;101131;Niel Lode Zielensstraat;;51.111781667774871;4.3422241732674713;
18949;101132;Niel Lode Zielensstraat;;51.111916467716206;4.34208129970297;
18950;101133;Wilrijk Dr. Veeckmanslaan;;51.17618631498;4.3889624102589044;
18954;101137;Wilrijk Geleegweg;;51.15855084434066;4.3883541599976867;
18963;101147;Boom Steenbakkerijenstraat;;51.092754828538169;4.3779055437902938;
18964;101148;Boom De Schorre;;51.089590920398415;4.3758067338946258;
18967;101151;Boom Van Leriuslaan;;51.099964176172548;4.3725106381851422;
18968;101152;Boom Van Leriuslaan;;51.100045080080449;4.3723821593828589;
18987;101176;Aartselaar Wullebeekstraat;;51.124582899487571;4.38721098817589;
18989;101178;Aartselaar Ooievaarsbos;;51.124296131954956;4.38075464370142;
18990;101179;Aartselaar Ooievaarsbos;;51.124170288423421;4.380768893160579;
18991;101182;Hingene Schoonaardestraat;;51.089663073448854;4.2759663269134851;
18992;101183;Hingene Polderdam;;51.114546367822093;4.2918117330752459;
19001;101193;Weert Sas;;51.117123009438664;4.2147016399552371;
19003;101196;Weert Theresiakapel;;51.114136569620236;4.2130406076198392;
19004;101197;Weert Polder;;51.116144297307713;4.2087210170158178;
19005;101198;Weert Dreef;;51.114125947247956;4.2051577448275683;
19006;101199;Weert Vijverland;;51.109370724850088;4.1986630194372543;
19008;101202;Weert Scheldestraat;;51.102761379759833;4.1907917067980014;
19009;101203;Weert Weert;;51.102215325710773;4.1806285645467831;
19010;101204;Weert Kasteel;;51.111848768628413;4.21637541559278;
19012;101206;Weert Den Hoek;;51.107899900606348;4.2212715475019378;
19013;101207;Weert Kachel;;51.105201357643779;4.1996633027647929;
19017;101211;Mariekerke Bornemstraat;;51.063439327594779;4.2062471907444738;
19019;101217;Bornem P. Colomalaan;;51.086191503622196;4.2629713150864417;
19020;101218;Bornem P. Colomalaan;;51.086505806723252;4.2626280769649272;
19022;101221;Sint-Amands Kerkstraat;;51.056396590946413;4.2030766324881013;
19024;101223;Sint-Amands Scheldelaan;;51.047075518933454;4.2034232121056512;
19026;101226;Oppuurs Kattestraat;;51.070367052913419;4.2406500994521572;
19027;101227;Puurs Meir;;51.064513165470359;4.2562867138771416;
19028;101228;Puurs Overheide;;51.063379968870592;4.2655189444342518;
19037;101240;Antwerpen Bestorming;;51.206062544158243;4.3962446330888829;
19047;101250;Antwerpen Belgiëlei;;51.206028751188136;4.4171353414140846;
19052;101255;Antwerpen Belgiëlei;;51.205479810925908;4.4186657788141677;
19063;101272;Antwerpen Fina Haven 447;;51.254300624858615;4.331101703554225;
19066;101276;Antwerpen Fina Vulcentrum;;51.257047062171338;4.3200410983606057;
19068;101278;Antwerpen Fina Poort 1;;51.2726322659984;4.3190936341591133;
19069;101279;Antwerpen Fina Poort 1;;51.272335696881917;4.3191942495640241;
19086;101313;Wijnegem Wommelgemsteenweg;;51.222385044417905;4.5238901944979055;
19088;101315;Borgerhout Berchemlei;;51.205767509387726;4.4504885107782215;
19103;101331;Weelde Turnhoutseweg;;51.394561766912368;4.998464342819438;
19104;101332;Weelde Turnhoutseweg;;51.394267013266763;4.9981155293638579;
19108;101343;Beerzel Rijmeterstraat;;51.060127206055483;4.6585170367037279;
19109;101344;Bonheiden Gestelhoflei;;51.038794889348338;4.5339580117540965;
19119;101355;Antwerpen Beukenlaan - Dikke Mee;;51.186177936907967;4.4039989507022765;
19121;101357;Essen Bibliotheek;;51.467017392695034;4.4663924945690257;
19122;101358;Essen Bibliotheek;;51.467196519932273;4.4671411181257508;
19123;101359;Essen Kloosterstraat;;51.465448084680595;4.4620725392907312;
19124;101360;Antwerpen Beukenlaan - Dikke Mee;;51.186447473968379;4.4043853315688359;
19128;101364;Lier Industriestraat;;51.148088415208861;4.5588838988935265;
19129;101365;Antwerpen Hemel;;51.208538518371249;4.41207242312391;
19131;101367;Lier Paaiestraat;;51.150990738287966;4.5595103101850176;
19132;101368;Lier Van In;;51.149646273108125;4.5626632175751434;
19138;101374;Lier Pannenhuisstraat;;51.141228042322439;4.5655716611825685;
19140;101376;Lier Guldensporenlaan;;51.139395562132812;4.57016476345455;
19143;101379;Lier De Mol;;51.124844453446848;4.5744155651926359;
19144;101380;Berchem Bikschotelaan;;51.192386003146112;4.44708899780556;
