"route_id,agency_id,""route_short_name"",""route_long_name"",""route_desc"",route_type,""route_url"",""route_color"",""route_text_color"""
"48978,1,""92"",""Avondlijn Brugge-Zeebrugge"",""Avondlijn Zeebrugge-Lissewege-St.-Pieters-Station/Avondlijn Station-St.-Pieters-Zwankendamme-Zeebrugge"",3,"""",""0044BB"",""FFFFFF"""
"48979,1,""93"",""Avondlijn Brugge-Snellegem"",""Avondlijn Snellegem - Varsenare - Station/Avondlijn Station-Varsenare-Jabbeke-Zerkegem-Snellegem"",3,"""",""444411"",""FFFFFF"""
"48980,1,""94"",""Avondlijn Brugge-Aartrijke"",""Avondlijn Aartrijke - Zedelgem - Kinepolis - Station/Avondlijn Station - Kinepolis- Zedelgem - Aartrijke"",3,"""",""995511"",""FFFFFF"""
"48981,1,""95"",""Avondlijn Brugge-Hertsberge"",""Avondlijn Hertsberge-Oostkamp-Moerbrugge-Station/Avondlijn Station-Moerbrugge-Oostkamp-Hertsberge"",3,"""",""FF88AA"",""000000"""
"48982,1,""96"",""Avondlijn Brugge-Ruddervoorde"",""Avondlijn Ruddervoorde-Waardamme-Oostkamp-Station/Avondlijn Station-Oostkamp-Waardamme-Ruddervoorde"",3,"""",""991199"",""FFFFFF"""
"48983,1,""97"",""Avondlijn Beernem"",""Avondlijn St.-Joris - Beernem-Oedelem - Station/Avondlijn Station- Assebroek-Oedelem-Beernem - St.-Joris"",3,"""",""229922"",""FFFFFF"""
"48984,1,""98"",""Avondlijn Brugge-Moerkerke"",""Avondlijn Moerkerke-Vivenkapelle-Sijsele-St.-Kruis-Station/Avondlijn Station-St.-Kruis-Sijsele-Vivenkapelle-Moerkerke"",3,"""",""DD0077"",""FFFFFF"""
"48985,1,""99"",""Avondlijn Brugge-Veldegem"",""Avondlijn Station-Loppem-Merkemveld-Veldegem/Avondlijn Veldegem -Loppem-Station"",3,"""",""BBDD00"",""000000"""
"48986,1,""1"",""Kortrijk Station - Kinepolis XPO - AZ Groeninge"",""Kortrijk AZ Groeninge - Kinepolis Xpo - Station/Kortrijk Station - Kinepolis Xpo - AZ Groeninge"",3,"""",""BBDD00"",""000000"""
"48987,1,""2"",""Kortrijk Station - Lange Munte"",""Lange Munte - Kortrijk Station/Kortrijk Station - Lange Munte"",3,"""",""FFCC11"",""000000"""
"48988,1,""4"",""Kortrijk Station - Bissegem -Heule Shopping Center"",""Heule - Bissegem - Kortrijk Station/Kortrijk Station - Bissegem - Heule"",3,"""",""AACCEE"",""000000"""
"48989,1,""6"",""Kortrijk Station - Shopping Center - Heule"",""Kortrijk Station-Shopping Center-Heule/Heule-Shopping Center-Kortrijk Station"",3,"""",""BB0022"",""FFFFFF"""
"48990,1,""9"",""Kortrijk Station - Cederlaan"",""Cederlaan - Kortrijk Station/Kortrijk Station - Cederlaan"",3,"""",""0044BB"",""FFFFFF"""
"48991,1,""12"",""Kortrijk Station - Bellegem - Rollegem"",""Rollegem - AZ Groeninge - Xpo - Kortrijk Station/Kortrijk Station - AZ Groeninge - Xpo - Rollegem"",3,"""",""991199"",""FFFFFF"""
"48992,1,""13"",""Kortrijk Station - Hoog Kortrijk"",""Kortrijk Station - Xpo - Hoog Kortrijk/enkel van toepassing voor aribus"",3,"""",""EE8822"",""FFFFFF"""
"48993,1,""15"",""Kortrijk - Kooigem - Spiere"",""Spiere - Kooigem - Xpo - Kortrijk Station/Kortrijk Station - Xpo - Kooigem - Spiere"",3,"""",""BBDD00"",""000000"""
"48994,1,""16"",""Kortrijk - Rollegem - Moeskroen"",""Moeskroen - Rollegem - Kortrijk/Kortrijk - Rollegem - Moeskroen"",3,"""",""BB0022"",""FFFFFF"""
"48995,1,""40"",""Kortrijk - Wevelgem - Menen"",""Menen - Wevelgem - Kortrijk/Kortrijk - Wevelgem - Menen"",3,"""",""229922"",""FFFFFF"""
"48996,1,""42"",""Kortrijk - Gullegem - Moorsele"",""(Menen - Dadizele -) Moorsele - Gullegem - Kortrijk/Kortrijk - Gullegem - Moorsele (- Dadizele - Menen)"",3,"""",""BBDD00"",""000000"""
"48997,1,""43"",""Menen - Wervik - Komen"",""Komen - Wervik - Menen/Menen - Wervik - Komen"",3,"""",""AACCEE"",""000000"""
"48998,1,""44"",""Menen Station-St.Jozef \Ter Beke\Nieuwe Tijnwijk"",""Menen Station -Sint-Jozef/Ter Beke/Nieuwe Tijnwijk/enkel van toepassing op aribus"",3,"""",""EE8822"",""FFFFFF"""
"48999,1,""50"",""Kortrijk - Kuurne Pius X-kerk - Seizoenwijk"",""Kortrijk Station - Kuurne Seizoenwijk/Kuurne Seizoenwijk - Kortrijk Station"",3,"""",""229922"",""FFFFFF"""
"49000,1,""51"",""Kortrijk - Kuurne Pius X-Kerk - Sint-Pieter"",""Kortrijk Station - Kuurne Sint-Pieter/Kuurne Sint-Pieter - Kortrijk Station"",3,"""",""FF88AA"",""000000"""
"49001,1,""52"",""Kortrijk - Meulbeke - Ingelmunster - Tielt"",""Kortrijk - Ingelmunster - Meulebeke - Tielt/Tielt - Meulebeke - Ingelmunster - Kortrijk"",3,"""",""0044BB"",""FFFFFF"""
"49002,1,""53"",""Kortrijk - Ooigem - Wakken - Aarsele - Tielt"",""Kortrijk-Ooigem-Wakken-Aarsele-Tielt/Tielt-Aarsele-Wakken-Ooigem-Kortrijk"",3,"""",""FFCC11"",""000000"""
"49003,1,""54"",""Tielt - Oostrozebeke - Wakken\Ooigem"",""Ooigem\Wakken-Oostrozebeke-Tielt/Tielt-Oostrozebeke-Wakken/Ooigem"",3,"""",""229922"",""FFFFFF"""
"49005,1,""61"",""Kortrijk - Gullegem - Izegem - Ardooie"",""Kortrijk - Gullegem - Izegem - Ardooie/Ardooie - Izegem - Gullegem - Kortrijk"",3,"""",""FFCC11"",""000000"""
"49006,1,""62"",""Kortrijk - Sint-Eloois-Winkel - Roeselare"",""Kortrijk - Sint-Eloois-Winkel - Roeselare/Roeselare - Sint-Eloois-Winkel - Kortrijk"",3,"""",""995511"",""FFFFFF"""
"49009,1,""71"",""Kortrijk - Harelbeke - Deerlijk - Waregem"",""Kortrijk - Harelbeke - Deerlijk - Waregem/Waregem - Deerlijk - Harelbeke - Kortrijk"",3,"""",""0044BB"",""FFFFFF"""
"49010,1,""72"",""Kortrijk - Harelbeke - Deerlijk - Tiegem - Anzegem"",""Kortrijk - Harelbeke - Deerlijk - Anzegem/Anzegem - Deerlijk - Harelbeke - Kortrijk"",3,"""",""FFCC11"",""000000"""
"49011,1,""74"",""Kortrijk - Harelbeke - Bavikhove - Hulste"",""Kortrijk - Harelbeke - Bavikhove - Hulste/Hulste - Bavikhove - Harelbeke - Kortrijk"",3,"""",""AACCEE"",""000000"""
"49012,1,""75"",""Kortrijk - Harelbeke - Waregem - Zulte - Deinze"",""Kortrijk - Harelbeke - Waregem - Zulte - Deinze/Deinze - Zulte - Waregem - Harelbeke - Kortrijk"",3,"""",""995511"",""FFFFFF"""
"49016,1,""83"",""Kortrijk - Aalbeke - Moeskroen"",""Moeskroen-Aalbeke-Kortrijk/Kortrijk-Aalbeke-Moeskroen"",3,"""",""AACCEE"",""000000"""
"49024,1,""0"",""Kusttram De Panne-Oostende-Knokke"",""Kusttram De Panne-Oostende-Knokke/nvt"",0,""https://www.delijn.be/kusttram/14"",""BB0022"",""FFFFFF"""
"49025,1,""0"",""Kusttram Knokke-Oostende-De Panne"",""nvt/Kusttram Knokke-Oostende-De Panne"",0,""https://www.delijn.be/kusttram/14"",""BB0022"",""FFFFFF"""
"49026,1,""1"",""Centrumbus Ieper"",""Centrumbus Ieper/Centrumbus Ieper"",3,"""",""991199"",""FFFFFF"""
"49027,1,""20"",""Diksmuide-Merkem-Ieper"",""Ieper-Merkem-Diksmuide/Diksmuide-Merkem-Ieper"",3,"""",""AACCEE"",""000000"""
"49030,1,""32"",""Lichtervelde - Kortemark - Diksmuide - Veurne"",""Veurne - Diksmuide - Kortemark - Lichtervelde/Lichtervelde - Kortemark - Diksmuide - Veurne"",3,"""",""0044BB"",""FFFFFF"""
"49032,1,""41"",""Diksmuide - Nieuwpoort"",""Diksmuide - Nieuwpoort/Nieuwpoort - Diksmuide"",3,"""",""0099AA"",""000000"""
"49035,1,""50"",""Ieper - Oostvleteren - Alveringem - Veurne"",""Ieper - Oostvleteren - Alveringem - Veurne/Veurne - Alveringem - Oostvleteren - Ieper"",3,"""",""229922"",""FFFFFF"""
"49036,1,""51"",""Ieper - Poperinge - Roesbrugge - Veurne"",""Veurne - Roesbrugge - Poperinge - Ieper/Ieper - Poperinge - Roesbrugge - Veurne"",3,"""",""0099AA"",""000000"""
"49037,1,""53"",""Diksmuide - Leke - Leffinge - Oostende"",""Diksmuide - Leke - Leffinge - Oostende/Oostende - Leffinge - Leke - Diksmuide"",3,"""",""BBDD00"",""000000"""
"49039,1,""60"",""Ieper - Vlamertinge - Poperinge - Abele"",""Abele - Poperinge - Vlamertinge - Ieper/Ieper - Vlamertinge - Poperinge - Abele"",3,"""",""995511"",""FFFFFF"""
"49040,1,""61"",""Poperinge - Westouter - Dranouter - Nieuwkerke"",""Nieuwkerke - Dranouter - Westouter - Poperinge/Poperinge - Westouter - Dranouter - Nieuwkerke"",3,"""",""AACCEE"",""000000"""
"49041,1,""64"",""Diksmuide - Koekelare - Torhout - Aartrijke"",""Aartrijke - Torhout - Koekelare - Diksmuide/Diksmuide - Koekelare - Torhout - Aartrijke"",3,"""",""995511"",""FFFFFF"""
"49042,1,""71"",""Ieper - Dranouter - Nieuwkerke"",""Nieuwkerke - Dranouter - Dikkebus - Ieper/Ieper - Dikkebus - Dranouter - Nieuwkerke"",3,"""",""FFCC11"",""000000"""
"49043,1,""72"",""Ieper - Wijtschate - Mesen - Le Bizet"",""Le Bizet - Mesen - Wijtschate - Ieper/Ieper - Wijtschate - Mesen - Le Bizet"",3,"""",""0044BB"",""FFFFFF"""
"49044,1,""84"",""Ieper - Geluwe - Menen - Rekkem - Moeskroen"",""Ieper - Geluwe -Menen - Rekkem - Moeskroen/Moeskroen - Rekkem - Menen - Geluwe - Ieper"",3,"""",""995511"",""FFFFFF"""
"49045,1,""89"",""Ieper - Houthem - Komen"",""Komen - Houthem - Ieper/Ieper - Houthem - Komen"",3,"""",""FFCC11"",""000000"""
"49051,1,""30"",""Diksmuide - Staden - Houthulst - Roeselare"",""Roeselare - Staden - Houthulst - Diksmuide/Diksmuide - Houthulst - Staden - Roeselare"",3,"""",""FFCC11"",""000000"""
"49054,1,""54"",""Roeselare - Ledegem - Beitem - Menen"",""Menen - Ledegem - Beitem - Roeselare/Roeselare - Beitem - Ledegem - Menen"",3,"""",""AACCEE"",""000000"""
"49055,1,""55"",""Roeselare - Moorslede - Ledegem - Menen"",""Menen - Ledegem - Moorslede - Roeselare/Roeselare - Moorslede - Ledegem - Menen"",3,"""",""FF88AA"",""000000"""
"49057,1,""80"",""Roeselare - Ardooie - Pittem - Tielt"",""Roeselare - Ardooie - Pittem - Tielt/Tielt - Pittem - Ardooie - Roeselare"",3,"""",""EE8822"",""FFFFFF"""
"49058,1,""81"",""Roeselare - Izegem - Ingelmunster - Wargm- Anzegem"",""Roeselare - Izegem - Ingelmunster - Waregem - Anzegem/Anzegem - Waregem - Ingelmunster - Izegem - Roeselare"",3,"""",""0099AA"",""000000"""
"49059,1,""94"",""Roeselare - Moorslede - Zonnebeke - Ieper"",""Ieper - Zonnebeke - Moorslede - Roeselare/Roeselare - Moorslede - Zonnebeke - Ieper"",3,"""",""0044BB"",""FFFFFF"""
"49061,1,""1"",""Centrumbus Oostende"",""Oostende Rietmusstraat-H.Hart-MJ Plein/Oostende MJ Plein-H.Hart-Rietmusstraat"",3,"""",""991199"",""FFFFFF"""
"49062,1,""3"",""Knokke-Heist-Ramskapelle"",""Knokke-Heist-Ramskapelle/Ramskapelle-Heist-Knokke"",3,"""",""995511"",""FFFFFF"""
"49063,1,""4"",""Oostende-Sas Slijkens-Groenendijk-Oostende"",""enkel van toepassing op aribus/Oostende-Sas Slijkens-Groenendijk-Oostende"",3,"""",""BB0022"",""FFFFFF"""
"49064,1,""5"",""Oostende-Stene Dorp"",""Oostende Station-Stene Dorp/Stene Dorp-Oostende Station"",3,"""",""229922"",""FFFFFF"""
"49065,1,""6"",""Oostende-Luchthaven Raversijde"",""Luchthaven via Raversijde-Oostende Station/Oostende Station-Luchthaven Raversijde"",3,"""",""EE8822"",""FFFFFF"""
"49066,1,""7"",""Oostende-Steensedijk"",""Oostende Station-SteenseDijk-Bauwensplein-Station/enkel van toepassing op aribus"",3,"""",""DD0077"",""FFFFFF"""
"49067,1,""9"",""Oostende-Groenendijk-Sas Slijkens-Oostende"",""Station-Groenendijk-Sas Slijkens-Station/enkel van toepassing op aribus"",3,"""",""BB0022"",""FFFFFF"""
"49068,1,""12"",""Knokke-Het Zoute-Oosthoek"",""Knokke - Het Zoute - Oosthoek (Het Zwin)/Oosthoek (Het Zwin) - Het Zoute - Knokke"",3,"""",""EE8822"",""FFFFFF"""
"49070,1,""21"",""Oostende - Oudenburg - Westkerke - Eernegem"",""Eernegem - Westkerke - Oudenburg - Oostende/Oostende - Oudenburg - Westkerke - Eernegem"",3,"""",""EE8822"",""FFFFFF"""
"49071,1,""22"",""Oostende - Oudenburg - Ettelgem - Westkerke"",""Westkerke - Ettelgem - Oudenburg - Oostende/Oostende - Oudenburg - Ettelgem - Westkerke"",3,"""",""AACCEE"",""000000"""
"49072,1,""23"",""Oostende - Oudenburg - Westkerke"",""Westkerke - Oudenburg - Oostende/Oostende - Oudenburg - Westkerke"",3,"""",""229922"",""FFFFFF"""
"49073,1,""33"",""Brugge - Zuienkerke - Blankenberge"",""Brugge - Zuienkerke - Blankenberge/Blankenberge - Zuienkerke - Brugge"",3,"""",""AACCEE"",""000000"""
"49074,1,""35"",""Oostende-Houtave-Brugge"",""Oostende-Houtave-Brugge/Brugge-Houtave-Oostende"",3,"""",""FFCC11"",""000000"""
"49076,1,""41"",""Knokke-Brugge"",""Brugge-Knokke/Knokke-Brugge"",3,"""",""FFCC11"",""000000"""
"49077,1,""42"",""Brugge-Breskens"",""Brugge-Breskens/Breskens-Brugge"",3,"""",""0044BB"",""FFFFFF"""
"49078,1,""44"",""Knokke-Westkapelle"",""Knokke-Westkapelle/Westkapelle-Knokke"",3,"""",""229922"",""FFFFFF"""
"49079,1,""45"",""Knokke-Maldegem"",""Maldegem-Knokke/Knokke-Maldegem"",3,"""",""FF88AA"",""000000"""
"49080,1,""46"",""Oostende-Bredene-Klemskerke"",""Oostende-Bredene-Klemskerke/Klemskerke-Bredene-Oostende"",3,"""",""0044BB"",""FFFFFF"""
"49081,1,""47"",""Brugge-Zeebrugge"",""Brugge-Zeebrugge/Zeebrugge-Brugge"",3,"""",""229922"",""FFFFFF"""
"49082,1,""50"",""Oostende-Meiboom-Gistel"",""Gistel-Meiboom-Oostende/Oostende-Meiboom-Gistel"",3,"""",""0099AA"",""000000"""
"49083,1,""51"",""Oostende - Gistel - Eernegem - Torhout"",""Torhout - Eernegem - Gistel - Oostende/Oostende - Gistel - Eernegem - Torhout"",3,"""",""AACCEE"",""000000"""
"49085,1,""56"",""Veurne-De Panne"",""Veurne-De Panne/De Panne-Veurne"",3,"""",""FFCC11"",""000000"""
"49086,1,""68"",""Oostende-Nieuwpoort-Koksijde Kazerne-Veurne"",""Veurne-Koksijde Kazerne-Nieuwpoort-Oostende/Oostende-Nieuwpoort-Koksijde Kazerne-Veurne"",3,"""",""77CCAA"",""000000"""
"49087,1,""69"",""Oostende-Nieuwpoort-Koksijde(Sint Idesbald)-Veurne"",""Veurne - Koksijde (Sint-Idesbald)-Nieuwpoort-Oostende/Oostende-Nieuwpoort-Koksijde (Sint Idesbald)-Veurne"",3,"""",""AACCEE"",""000000"""
"49088,1,""81"",""Avondlijn Oostende Centrum-Conterdam"",""Conterdam - Oostende Station - Centrum/Oostende Centrum - Station - Conterdam - Zandvoorde"",3,"""",""991199"",""FFFFFF"""
"49089,1,""82"",""Avondlijn Oostende-Zandvoorde-Oudenburg"",""Avondlijn Oudenburg - Zandvoorde - Oostende/Avondlijn Oostende - Zandvoorde - Oudenburg"",3,"""",""AACCEE"",""000000"""
"49090,1,""83"",""Avondlijn Oostende-Gistel"",""Avondlijn Gistel - Oostende/Avondlijn Oostende - Gistel"",3,"""",""0099AA"",""000000"""
"49091,1,""84"",""Avondlijn Oostende-Middelkerke"",""Avondlijn Middelkerke - Oostende/Avondlijn Oostende - Middelkerke"",3,"""",""0044BB"",""FFFFFF"""
"49092,1,""85"",""Avondlijn Oostende-Stene Dorp"",""Avondlijn Station - Stene Dorp/Avondlijn Stene Dorp - Station"",3,"""",""229922"",""FFFFFF"""
"49093,1,""86"",""Avondlijn Oostende-Raversijde"",""Avondlijn Raversijde - Station/Avondlijn Station - Raversijde"",3,"""",""EE8822"",""FFFFFF"""
"49094,1,""89"",""Avondlijn Oostende-Groenendijk-Sas Slijkens"",""Avondlijn MJplein - Groenendijk - Sas Slijkens - MJplein/enkel van toepassing op aribus"",3,"""",""BB0022"",""FFFFFF"""
"49389,1,""2"",""Hoboken - P+R Merksem"",""Hoboken - P+R Merksem/P+R Merksem - Hoboken"",0,"""",""229922"",""FFFFFF"""
"49390,1,""3"",""P+R Merksem - P+R Melsele"",""P+R Merksem - P+R Melsele/P+R Melsele - P+R Merksem"",0,"""",""FFCC11"",""000000"""
"49391,1,""4"",""Hoboken - Groenplaats - Silsburg"",""Hoboken - Groenplaats - Silsburg/Silsburg - Groenplaats - Hoboken"",0,"""",""1199DD"",""000000"""
"49392,1,""5"",""Wijnegem  - P+R Linkeroever"",""Wijnegem - P+R Linkeroever/P+R Linkeroever - Wijnegem"",0,"""",""771133"",""FFFFFF"""
"49393,1,""6"",""P+R Olympiade - P+R Luchtbal"",""P+R Olympiade - P+R Luchtbal/P+R Luchtbal - P+R Olympiade"",0,"""",""DD0077"",""FFFFFF"""
"49394,1,""7"",""Mortsel - Eilandje"",""Mortsel - Eilandje/Eilandje - Mortsel"",0,"""",""0044BB"",""FFFFFF"""
"49395,1,""8"",""P+R Wommelgem - Zuid"",""P+R Wommelgem - Zuid/Zuid - P+R Wommelgem"",0,"""",""FF88AA"",""000000"""
"49396,1,""9"",""Eksterlaar - P+R Linkeroever"",""Eksterlaar - P+R Linkeroever/P+R Linkeroever - Eksterlaar"",0,"""",""EE8822"",""FFFFFF"""
"49397,1,""10"",""Wijnegem - P+R Schoonselhof"",""Wijnegem - P+R Schoonselhof/P+R Schoonselhof - Wijnegem"",0,"""",""BBDD00"",""000000"""
"49398,1,""11"",""Berchem - Melkmarkt"",""Berchem Station - Melkmarkt/Melkmarkt - Berchem Station"",0,"""",""FFFFFF"",""771133"""
"49399,1,""12"",""Sportpaleis - Centraal Station"",""Sportpaleis - Centraal Station/Centraal Station - Sportpaleis"",0,"""",""BB0022"",""FFFFFF"""
"49400,1,""13"",""Polderstad - Noorderplaats"",""Polderstad - Hoboken - Noorderplaats/Noorderplaats - Hoboken - Polderstad"",3,"""",""005555"",""FFFFFF"""
"49401,1,""14"",""Hemiksem - Hoboken - Noorderplaats"",""Hemiksem - Hoboken - Noorderplaats/Noorderplaats - Hoboken - Hemiksem"",3,"""",""BB0022"",""FFFFFF"""
"49402,1,""15"",""P+R Boechout - P+R Linkeroever"",""P+R Boechout - P+R Linkeroever/P+R Linkeroever - P+R Boechout"",0,"""",""FFFFFF"",""444411"""
"49404,1,""19"",""Sportpaleis - Deurne Zuid"",""Deurne Zuid - Sportpaleis/Sportpaleis - Deurne Zuid"",3,"""",""229922"",""FFFFFF"""
"49405,1,""20"",""Borsbeek - Berchem Station (B) - Rooseveltplaats"",""Centraal Station - Berchem (B) - Borsbeek/Borsbeek - Berchem (B) - Centraal Station"",3,"""",""8899AA"",""000000"""
"49406,1,""21"",""Neerland - Middelheim - Centraal Station"",""Neerland - Middelheim - Centraal Station/Centraal Station - Middelheim - Neerland"",3,"""",""444411"",""FFFFFF"""
"49407,1,""22"",""UZA - Valaar - Groenplaats"",""UZA - Valaar - Groenplaats/Groenplaats - Valaar - UZA"",3,"""",""BB0022"",""FFFFFF"""
"49408,1,""23"",""Centraal Station - Dam - Noorderplaats"",""Noorderplaats - Dam - Centraal Station/Centraal Station - Dam - Noorderplaats"",3,"""",""BBDD00"",""000000"""
"49409,1,""24"",""Silsburg - Melkmarkt"",""Silsburg - Melkmarkt/Melkmarkt - Silsburg"",0,"""",""77CCAA"",""000000"""
"49410,1,""30"",""Waterpoort - Berchem Station - Sint-Jansplein"",""Sint-Jansplein - Berchem Station - Waterpoort/Waterpoort - Berchem Station - Sint-Jansplein"",3,"""",""0099AA"",""000000"""
"49411,1,""32"",""Edegem - Rooseveltplaats"",""Edegem - Berchem Station - Centraal Station/Centraal Station - Berchem Station - Edegem"",3,"""",""FFCC11"",""000000"""
"49412,1,""33"",""Hoboken - Wilrijk - Merksem - Ekeren"",""Hoboken - Wilrijk - Merksem - Ekeren/Ekeren - Merksem - Wilrijk - Hoboken"",3,"""",""0099AA"",""000000"""
"49413,1,""36"",""Fr. Rooseveltpl - Linkeroever"",""Linkeroever - Rooseveltplaats/Rooseveltplaats - Linkeroever"",3,"""",""EE8822"",""FFFFFF"""
"49414,1,""38"",""Zuid Station - Schijnpoort"",""Station Zuid - Berchem - Schijnpoort/Schijnpoort - Berchem - Station Zuid"",3,"""",""AACCEE"",""000000"""
"49415,1,""51"",""Berchem Station - Hove - Vremde"",""Vremde - Hove - Berchem Station/Berchem Station - Hove - Vremde"",3,"""",""005555"",""FFFFFF"""
"49416,1,""52"",""Berchem Station - Hove - Duffel"",""Duffel - Hove - Berchem Station/Berchem Station - Hove - Duffel"",3,"""",""005555"",""FFFFFF"""
"49417,1,""53"",""Berchem Station - Hove - Duffel"",""Duffel - Hove - Berchem Station/Berchem Station - Hove - Duffel"",3,"""",""005555"",""FFFFFF"""
"49418,1,""70"",""P+R Luchtbal - Eilandje"",""P+R Luchtbal - Eilandje/Eilandje - P+R Luchtbal"",0,"""",""AACCEE"",""000000"""
"49419,1,""90"",""Berchem Station - Mortsel - Lier"",""Lier - Mortsel - Berchem Station/Berchem Station - Mortsel -  Lier"",3,"""",""BB0022"",""FFFFFF"""
"49420,1,""91"",""Berchem Station - Mortsel - Waarloos"",""Waarloos - Mortsel - Berchem Station/Berchem Station - Mortsel - Waarloos"",3,"""",""BB0022"",""FFFFFF"""
"49421,1,""92"",""Berchem Station - Mortsel  - Kontich Station"",""Kontich Station - Mortsel - Berchem Station/Berchem Station - Mortsel - Kontich Station"",3,"""",""BB0022"",""FFFFFF"""
"49423,1,""130"",""Lier - Kontich - Wilrijk"",""Lier - Kontich - Wilrijk/Wilrijk - Kontich - Lier"",3,"""",""8899AA"",""000000"""
"49424,1,""131"",""Lier - Kontich scholen - Wilrijk"",""Lier - Kontich scholen - Wilrijk/Wilrijk - Kontich scholen  -Lier"",3,"""",""005555"",""FFFFFF"""
"49425,1,""132"",""Lier - Kontich - Boom"",""Lier - Kontich - Boom/Boom - Kontich - Lier"",3,"""",""EE8822"",""FFFFFF"""
"49426,1,""133"",""Kontich Scholen - Aartselaar - Schelle"",""Kontich Scholen - Aartselaar - Schelle/Schelle - Aartselaar - Kontich scholen"",3,"""",""0099AA"",""000000"""
"49427,1,""135"",""Lier - Kontich - Wilrijk"",""Lier - Kontich - Wilrijk/Wilrijk - Kontich - Lier"",3,"""",""0044BB"",""FFFFFF"""
"49428,1,""140"",""Hoboken Polderstad - UZA - Mortsel - Wijnegem"",""Wijnegem - Mortsel - UZA - Hoboken Polderstad/Hoboken Polderstad  - UZA - Mortsel - Wijnegem"",3,"""",""BBDD00"",""000000"""
"49429,1,""141"",""Hoboken - Wilrijk - UZA - Mortsel - Wijnegem"",""Wijnegem - Mortsel - UZA - Wilrijk -  Hoboken Polderstad/Hoboken Polderstad - Wilrijk -  UZA - Mortsel - Wijnegem"",3,"""",""C5AA77"",""000000"""
"49430,1,""142"",""Wilrijk Centrum - Terbekehof"",""Wilrijk Centrum - Terbekehof/Wilrijk Centrum - Terbekehof"",3,"""",""AACCEE"",""000000"""
"49431,1,""150"",""Lier - Nijlen - Herentals"",""Herentals - Nijlen - Lier/Lier - Nijlen - Herentals"",3,"""",""229922"",""FFFFFF"""
"49432,1,""151"",""Lier - Nijlen - Herenthout"",""Herenthout - Nijlen - Lier/Lier - Nijlen - Herenthout"",3,"""",""BBDD00"",""000000"""
"49434,1,""153"",""Lier - Nijlen - Ranst"",""Nijlen Sint-Paulus - Lier/Lier - Nijlen Sint-Paulus"",3,"""",""77CCAA"",""000000"""
"49435,1,""154"",""Hagenbroek Industrie - Lier station - Kessel"",""Kessel station-Kloosterheide-Markt-Lisp/Lisp-Markt-KLoosterhei- Kessel station"",3,"""",""0099AA"",""000000"""
"49436,1,""159"",""Herentals Station - Herentals Industrie"",""Herentals Industrie - Herentals Station/Herentals Station - Herentals Industrie"",3,"""",""8899AA"",""000000"""
"49437,1,""160"",""Aarschot -  Pijpelheide - Heist O/D Berg"",""Heist-op-den-Berg - Pijpelheide - Aarschot/Aarschot - Pijpelheide - Heist-op-den-Berg"",3,"""",""BB0022"",""FFFFFF"""
"49438,1,""161"",""Aarschot - Booischot - Heist Op Den Berg"",""Heist op Den Berg - Booischot - Aarschot/Aarschot - Booischot - Heist op den Berg"",3,"""",""991199"",""FFFFFF"""
"49439,1,""180"",""Aartselaar - Groenplaats"",""Aartselaar - Groenplaats/Groenplaats - Aartselaar"",3,"""",""FFCC11"",""000000"""
"49440,1,""181"",""Rumst - Aartselaar - Groenplaats"",""Rumst - Aartselaar - Groenplaats/Groenplaats - Aartselaar - Rumst"",3,"""",""FFCC11"",""000000"""
"49441,1,""182"",""Boom - Aartselaar - Groenplaats"",""Boom - Aartselaar - Groenplaats/Groenplaats - Aartselaar - Boom"",3,"""",""FFCC11"",""000000"""
"49442,1,""183"",""Niel - Aartselaar - Groenplaats"",""Niel - Aartselaar - Groenplaats/Groenplaats - Aartselaar - Niel"",3,"""",""FFCC11"",""000000"""
"49443,1,""191"",""Snelbus Antwerpen - Kontich - Rumst"",""Snelbus Rumst - Kontich - Antwerpen/Snelbus Antwerpen - Kontich - Rumst"",3,"""",""DD0077"",""FFFFFF"""
"49444,1,""200"",""Turnhout - Tielen - Kasterlee"",""Kasterlee - Tielen - Vosselaar - Turnhout/Turnhout - Vosselaar - Tielen - Kasterlee"",3,"""",""EE8822"",""FFFFFF"""
"49445,1,""210"",""Turnhout - Gierle - Lille - Poederlee - Herentals"",""Herentals - Turnhout/Turnhout - Herentals"",3,"""",""005555"",""FFFFFF"""
"49446,1,""212"",""Turnhout - Gierle - Tielen - Lichtaart - Herentals"",""Herentals - Turnhout/Turnhout - Herentals"",3,"""",""DD0077"",""FFFFFF"""
"49447,1,""213"",""Grobbendonk - Vorselaar - Poederlee - Turnhout"",""Grobbendonk - Turnhout/Turnhout - Grobbendonk"",3,"""",""0099AA"",""000000"""
"49448,1,""215"",""Herentals station - Bobbejaanland"",""Bobbejaanland - Herentals/Herentals - Bobbejaanland"",3,"""",""1199DD"",""FFFFFF"""
"49449,1,""219"",""Poederlee - Lichtaart - Herentals - Vorselaar"",""Vorselaar - Poederlee/Poederlee - Vorselaar"",3,"""",""BBDD00"",""000000"""
"49450,1,""220"",""Herentals-Hulshout-Westmeerbeek-Ramsel-Aarschot"",""Aarschot -  Westmeerbeek - Hulshout -  Herentals/Herentals - Hulshout - Westmeerbeek - Aarschot"",3,"""",""EE8822"",""FFFFFF"""
"49451,1,""221"",""Heultje - Houtvenne - Aarschot"",""Aarschot - Houtvenne - Westmeerbeek - Heultje/Heultje - Westmeerbeek - Houtvenne - Aarschot"",3,"""",""FFCC11"",""000000"""
