"route_id,agency_id,""route_short_name"",""route_long_name"",""route_desc"",route_type,""route_url"",""route_color"",""route_text_color"""
"49452,1,""222"",""Herentals - Wiekevorst - Heultje"",""Heultje - Wiekevorst - Herentals/Herentals - Wiekevorst - Heultje"",3,"""",""FF88AA"",""000000"""
"49453,1,""243"",""Kontich - Hove - Boechout - Broechem"",""Kontich - Hove - Boechout - Broechem/Broechem - Boechout - Hove - Kontich"",3,"""",""771133"",""FFFFFF"""
"49454,1,""252"",""Boom - Puurs - Bornem - Dendermonde"",""Boom - Puurs - Bornem - Dendermonde/Dendermonde - Bornem - Puurs - Boom"",3,"""",""995511"",""FFFFFF"""
"49455,1,""253"",""Boom - Puurs - Dendermonde"",""Boom - Puurs - Dendermonde/Dendermonde - Puurs - Boom"",3,"""",""BBDD00"",""000000"""
"49456,1,""254"",""Boom - Puurs - Lippelo - Dendermonde"",""Boom - Puurs - Lippelo - Dendermonde/Dendermonde - Lippelo - Puurs - Boom"",3,"""",""BB0022"",""FFFFFF"""
"49457,1,""257"",""Boom - Bornem - Dendermonde"",""Boom - Bornem - Dendermonde/Dendermonde - Bornem - Boom"",3,"""",""991199"",""FFFFFF"""
"49458,1,""258"",""Boom - Willebroek - Tisselt"",""Boom - Willebroek - Tisselt/Tisselt - Willebroek - Boom"",3,"""",""EE8822"",""FFFFFF"""
"49459,1,""283"",""Mechelen - Zemst - Weerde"",""Weerde - Zemst - Mechelen/Mechelen - Zemst - Weerde"",3,"""",""AACCEE"",""000000"""
"49460,1,""286"",""Boom - Willebroek -Mechelen"",""Boom - Willebroek - Mechelen/Mechelen - Willebroek - Boom"",3,"""",""FFCC11"",""000000"""
"49461,1,""287"",""Boom - Willebroek - Heindonk - Mechelen"",""Boom - Willebroek - Heindonk - Mechelen/Mechelen - Heindonk - Willebroek - Boom"",3,"""",""444411"",""FFFFFF"""
"49462,1,""290"",""Boom - Niel  - Antwerpen"",""Boom - Niel - Antwerpen/Antwerpen - Niel - Boom"",3,"""",""EE8822"",""FFFFFF"""
"49463,1,""294"",""Boom - Niel - Aartselaar"",""Boom - Niel - Aartselaar/Aartselaar - Niel - Boom"",3,"""",""BB0022"",""FFFFFF"""
"49465,1,""297"",""Heist-op-den-berg - Lier Zevenbergen"",""Heist-op-den-Berg - Lier Zevenbergen/Lier Zevenbergen - Heist-op-den-Berg"",3,"""",""1199DD"",""FFFFFF"""
"49466,1,""298"",""Boom - Niel - Berchem"",""Boom - Niel - Berchem/Berchem - Niel - Boom"",3,"""",""991199"",""FFFFFF"""
"49467,1,""305"",""Turnhout - Herentals - Herselt - Leuven"",""Leuven - Aarschot - Herentals - Turnhout/Turnhout - Herentals - Aarschot - Leuven"",3,"""",""991199"",""FFFFFF"""
"49468,1,""380"",""Geel - Dessel - Retie - Arendonk/Oud-Turnhout"",""Oud-Turnhout/Arendonk - Retie - Geel/Geel - Retie - Arendonk/Oud-Turnhout"",3,"""",""0099AA"",""000000"""
"49469,1,""381"",""Geel - Dessel - Witgoor - Retie - Arendonk"",""Arendonk - Geel/Geel - Arendonk"",3,"""",""8899AA"",""000000"""
"49470,1,""390"",""Arendonk - Retie - Dessel - Mol"",""Arendonk - Mol/Mol - Arendonk"",3,"""",""BBDD00"",""000000"""
"49471,1,""391"",""Arendonk - Retie - Witgoor - Dessel - Mol"",""Arendonk - Mol/Mol - Arendonk"",3,"""",""771133"",""FFFFFF"""
"49472,1,""400"",""Hoogstraten - Rijkevorsel - Vlimmeren"",""Hoogstraten - Vlimmeren/Vlimmeren - Hoogstraten"",3,"""",""FFCC11"",""000000"""
"49473,1,""401"",""Hoogstraten - Rijkevorsel - Oostmalle"",""Hoogstraten - Oostmalle/Oostmalle - Hoogstraten"",3,"""",""EE8822"",""FFFFFF"""
"49474,1,""404"",""Wijnegem - Zandhoven VTI via Halle"",""Wijnegem - Halle - Zandhoven VTI/Zandhoven VTI  - Halle - Wijnegem"",3,"""",""991199"",""FFFFFF"""
"49475,1,""405"",""Hoogstraten - scholen Malle"",""Hoogstraten - scholen Malle/scholen Malle - Hoogstraten"",3,"""",""1199DD"",""FFFFFF"""
"49476,1,""406"",""Zandhoven - scholen Malle via Halle"",""scholen Malle - Zandhoven via Halle/Zandhoven - scholen Malle via Halle"",3,"""",""BB0022"",""FFFFFF"""
"49477,1,""407"",""Herentals - Malle"",""scholen Malle - Herentals/Herentals - scholen Malle"",3,"""",""AACCEE"",""000000"""
"49478,1,""408"",""Hoogstraten - Rijkevorsel - Malle - Zandhoven"",""Hoogstraten - Malle - Zandhoven/Zandhoven - Malle - Hoogstraten"",3,"""",""FF88AA"",""000000"""
"49479,1,""409"",""Hoogstraten - Malle - Zandhoven - Herentals"",""Hoogstraten - Malle -  Herentals/Zandhoven/Herentals/Zandhoven - Malle - Hoogstraten"",3,"""",""995511"",""FFFFFF"""
"49480,1,""410"",""Antwerpen - Turnhout"",""Turnhout - Beerse - Malle - Wijnegem - Antwerpen/Antwerpen - Wijnegem - Malle - Beerse - Turnhout"",3,"""",""229922"",""FFFFFF"""
"49481,1,""411"",""Zandhoven-Zoersel-Malle"",""scholen Malle - Zoersel - Zandhoven/Zandhoven - Zoersel - scholen Malle"",3,"""",""77CCAA"",""000000"""
"49482,1,""412"",""Zandhoven - Sint-Job-in-'t-Goor"",""Sint-Job-in-'t-Goor - Westmalle - Zandhoven/Zandhoven - Westmalle - Sint-Job-in-'t-Goor"",3,"""",""AACCEE"",""000000"""
"49483,1,""414"",""Sint-Antonius - Zandhoven VTI"",""Sint-Antonius - Malle -Zandhoven VTI/Zandhoven VTI - Malle - Sint-Antonius"",3,"""",""0044BB"",""FFFFFF"""
"49484,1,""415"",""Sneldienst Antwerpen-Turnhout via Beerse"",""Snelbus Turnhout - Beerse - Antwerpen/Snelbus Antwerpen - Beerse - Turnhout"",3,"""",""991199"",""FFFFFF"""
"49485,1,""416"",""Sneldienst Antwerpen-Turnhout via Wechelderzande"",""Snelbus Turnhout - Wechelderzande - Antwerpen/Snelbus Antwerpen - Wechelderzande - Turnhout"",3,"""",""0044BB"",""FFFFFF"""
"49486,1,""417"",""Sneldienst Antwerpen-Turnhout via Zoersel"",""Snelbus Turnhout - Zoersel - Antwerpen/Snelbus Antwerpen - Zoersel - Turnhout"",3,"""",""BB0022"",""FFFFFF"""
"49487,1,""418"",""Sneldienst Antwerpen-Herentals via Lille"",""Snelbus Herentals - Poederlee - Lille - Antwerpen/Snelbus Antwerpen - Lille - Poederlee - Herentals"",3,"""",""771133"",""FFFFFF"""
"49488,1,""419"",""Zandhoven - St Antonius - Malle - Turnhout"",""Turnhout - Zandhoven/Zandhoven - Turnhout"",3,"""",""0099AA"",""000000"""
"49489,1,""420"",""Berchem - Broechem - Massenhoven - Herentals"",""Herentals - Massenhoven - Broechem - Berchem/Berchem - Broechem - Massenhoven - Herentals"",3,"""",""FFCC11"",""000000"""
"49490,1,""421"",""Berchem - Broechem - Viersel - Zandhoven"",""Zandhoven - Viersel - Broechem - Berchem/Berchem - Broechem - Viersel - Zandhoven"",3,"""",""EE8822"",""FFFFFF"""
"49491,1,""422"",""Berchem - Broechem - Lier"",""Lier - Broechem - Berchem/Berchem - Broechem - Lier"",3,"""",""444411"",""FFFFFF"""
"49492,1,""424"",""Schilde - Broechem - Zandhoven VTI"",""Schilde - Zandhoven VTI/Zandhoven VTI - Schilde"",3,"""",""BBDD00"",""000000"""
"49493,1,""427"",""Antwerpen - Massenhoven - Herentals via E313"",""Snelbus Herentals - Massenhoven - Antwerpen/Snelbus Antwerpen - Massenhoven - Herentals"",3,"""",""8899AA"",""000000"""
"49494,1,""428"",""Lier - Broechem - Viersel - Vorselaar"",""Lier - Vorselaar/Vorselaar - Lier"",3,"""",""771133"",""FFFFFF"""
"49495,1,""429"",""Sneldienst Antwerpen-Herentals via Zoersel"",""Snelbus Herentals - Lille - Malle - Zoersel - Antwerpen/Snelbus Antwerpen -Zoersel - Malle - Lille - Herentals"",3,"""",""DD0077"",""FFFFFF"""
"49496,1,""430"",""Meersel Dreef - Hoogstraten - Turnhout - Reusel"",""Meerseldreef - Hoogstraten -Turnhout - Reusel/Reusel - Turnhout - Hoogstraten - Meerseldreef"",3,"""",""005555"",""FFFFFF"""
"49497,1,""431"",""Turnhout - Vosselaar - Beerse - Rijkevorsel"",""Rijkevorsel - Beerse - Vosselaar Dorp - Turnhout/Turnhout - Vosselaar Dorp - Beerse - Rijkevorsel"",3,"""",""8899AA"",""000000"""
"49498,1,""432"",""Brecht-Rijkevorsel-Merksplas-Turnhout-Arendonk"",""Brecht - Rijkevorsel - Merksplas - Turnhout - Arendonk/Arendonk - Turnhout - Merksplas - Rijkevorsel - Brecht"",3,"""",""771133"",""FFFFFF"""
"49499,1,""433"",""Turnhout-Beerse-Rijkevorsel-Hoogstraten"",""Hoogstraten - Beerse - Turnhout/Turnhout - Beerse - Hoogstraten"",3,"""",""AACCEE"",""000000"""
"49500,1,""434"",""Turnhout - Beerse - Merksplas - Hoogstraten"",""Hoogstraten -Turnhout/Turnhout - Hoogstraten"",3,"""",""77CCAA"",""000000"""
"49501,1,""435"",""Turnhout Markt-Industrie-Vosselaar-Hoogstraten"",""Hoogstraten - Turnhout/Turnhout - Hoogstraten"",3,"""",""444411"",""FFFFFF"""
"49502,1,""436"",""Loenhout - Brecht"",""Loenhout - Brecht/Brecht - Loenhout"",3,"""",""FFCC11"",""000000"""
"49503,1,""440"",""Oostmalle - Brecht"",""Oostmalle - Brecht/Brecht -  Oostmalle"",3,"""",""FFCCAA"",""000000"""
"49504,1,""441"",""Wildert - Wuustwezel"",""Wildert - Wuustwezel/Wuustwezel - Wildert"",3,"""",""FF88AA"",""000000"""
"49505,1,""442"",""Sint-Lenaarts - Wuustwezel - Kalmthout"",""Kalmthout - Wuustwezel - Sint-Lenaarts/Sint-Lenaarts - Wuustwezel - Kalmthout"",3,"""",""77CCAA"",""000000"""
"49506,1,""443"",""Sint Job - Kalmthout"",""Kalmthout - Sint-Job/Sint-Job - Kalmthout"",3,"""",""1199DD"",""FFFFFF"""
"49507,1,""444"",""Wuustwezel - Gooreind - Maria-Ter-Heide - Essen"",""Essen - Maria-ter-Heide - Gooreind - Wuustwezel/Wuustwezel - Gooreind - Maria-ter-Heide - Essen"",3,"""",""444411"",""FFFFFF"""
"49508,1,""445"",""Brasschaat - Gooreind - Kalmthout"",""Kalmthout - Gooreind - Brasschaat/Brasschaat - Gooreind - Kalmthout"",3,"""",""C5AA77"",""000000"""
"49509,1,""446"",""Nieuwmoer - Brecht - scholen Malle"",""Nieuwmoer - Brecht - Oostmalle/Oostmalle - Brecht - Nieuwmoer"",3,"""",""EE8822"",""FFFFFF"""
"49510,1,""447"",""Essen Hoek - Horendonk - Wuustwezel"",""Essen Hoek - Horendonk - Wuustwezel/Wuustwezel - Horendonk - Essen Hoek"",3,"""",""0099AA"",""000000"""
"49511,1,""448"",""Brecht -Wuustwezel - Essen"",""Essen - Wuustwezel - Brecht/Brecht - Wuustwezel - Essen"",3,"""",""0044BB"",""FFFFFF"""
"49512,1,""449"",""Schooldiensten Malle - Vorselaar"",""Malle - Vorselaar/Vorselaar - Malle"",3,"""",""444411"",""FFFFFF"""
"49513,1,""450"",""Tilburg - Poppel - Turnhout"",""Tilburg - Poppel - Turnhout/Turnhout - Poppel - Tilburg"",3,"""",""0044BB"",""FFFFFF"""
"49514,1,""451"",""Poppel - Weelde Stenenbrug - Turnhout"",""Poppel - Turnhout/Turnhout - Poppel"",3,"""",""EE8822"",""FFFFFF"""
"49515,1,""455"",""Arendonk - Zondereigen via Stenenbrug"",""Zondereigen - Arendonk/Arendonk - Zondereigen"",3,"""",""BBDD00"",""000000"""
"49516,1,""456"",""Arendonk - Poppel via Eel Kerk"",""Poppel - Arendonk/Arendonk - Poppel"",3,"""",""991199"",""FFFFFF"""
"49517,1,""457"",""Turnhout - Weelde - Baarle Hertog - Hoogstraten"",""Hoogstraten - Baarle Hertog- Turnhout/Turnhout - Baarle Hertog - Hoogstraten"",3,"""",""771133"",""FFFFFF"""
"49518,1,""458"",""Poppel - Hoogstraten Scholen via Merksplas"",""Hoogstraten Scholen - Poppel/Poppel - Hoogstraten Scholen"",3,"""",""C5AA77"",""000000"""
"49519,1,""459"",""Turnhout - Hoogstraten Scholen via Weelde"",""Hoogstraten - Turnhout/Turnhout - Hoogstraten"",3,"""",""DD0077"",""FFFFFF"""
"49520,1,""460"",""Turnhout - Baarle"",""Baarle - Turnhout/Turnhout - Baarle"",3,"""",""BBDD00"",""000000"""
"49521,1,""470"",""Turnhout - Retie - Dessel - Mol"",""Turnhout - Mol/Mol - Turnhout"",3,"""",""FFCC11"",""000000"""
"49522,1,""472"",""Turnhout - Dessel - SCK - Mol"",""Turnhout - Dessel - SCK - Mol/Mol - SCK"",3,"""",""AACCEE"",""000000"""
"49523,1,""490"",""Turnhout-Geel-Westerlo-Aarschot"",""Aarschot - Turnhout/Turnhout - Aarschot"",3,"""",""FF88AA"",""000000"""
"49524,1,""491"",""Geel - Westerlo - Blauberg - Aarschot"",""Aarschot - Geel/Geel - Aarschot"",3,"""",""BB0022"",""FFFFFF"""
"49525,1,""492"",""Turnhout-Geel-Tongerlo-Westerlo-Blauberg-Aarschot"",""Aarschot - Turnhout/Turnhout - Aarschot"",3,"""",""FFCCAA"",""000000"""
"49526,1,""493"",""Vosselaar - Gierle - Lichtaart - Tielen - Geel"",""Geel-Tielen-Lichtaart-Gierle-Vosselaar/Vosselaar-Gierle-Lichtaart-Tielen-Geel"",3,"""",""FFCC11"",""000000"""
"49527,1,""500"",""Antwerpen - Boom - Rumst - Mechelen"",""Mechelen - Rumst - Boom - Antwerpen/Antwerpen - Boom - Rumst - Mechelen"",3,"""",""229922"",""FFFFFF"""
"49528,1,""508"",""Snelbus Aartselaar - Rumst - Mechelen"",""Snelbus Mechelen - Rumst - Aartselaar/Snelbus Aartselaar - Rumst - Mechelen"",3,"""",""0044BB"",""FFFFFF"""
"49529,1,""510"",""Mechelen - Heist-op-den-Berg - Westerlo - Geel"",""Mechelen - Heist-op-den-Berg - Westerlo - Geel/Geel - Westerlo - Heist-op-den-Berg - Mechelen"",3,"""",""0044BB"",""FFFFFF"""
"49530,1,""511"",""Mechelen - Heist-op-den-Berg - Herentals"",""Mechelen - Heist-op-den-Berg - Herentals/Herentals - Heist-op-den-Berg - Mechelen"",3,"""",""77CCAA"",""000000"""
"49531,1,""512"",""Wiekevorst - Heist-op-den-Berg - Mechelen"",""Mechelen - Putte - Heist-op-den-berg - Wiekevorst/Wiekevorst - Heist-op-den-Berg - Putte - Mechelen"",3,"""",""AACCEE"",""000000"""
"49532,1,""513"",""Heist op den Berg -Vorselaar Scholen"",""Heist-op-den-Berg - Vorselaar Scholen/Vorselaar Scholen - Heist-op-den-Berg"",3,"""",""EE8822"",""FFFFFF"""
"49533,1,""514"",""Hulshout-Booischot-Westmeerbeek-Westerlo Scholen"",""Hulshout - Booischot - Westmeerbeek - Westerlo Scholen/Westerlo Scholen - Westmeerbeek - Booischot - Hulshout"",3,"""",""005555"",""FFFFFF"""
"49534,1,""515"",""Heist op den Berg Scholen - Herselt"",""Heist op den Berg Scholen  - Herselt/Herselt - Heist op den Berg Scholen"",3,"""",""DD0077"",""FFFFFF"""
"49535,1,""520"",""Mechelen - Putte - Schriek - Tremelo"",""Tremelo - Schriek - Putte - Mechelen/Mechelen - Putte - Schriek - Tremelo"",3,"""",""229922"",""FFFFFF"""
"49536,1,""527"",""Heist op den Berg - Tremelo"",""Tremelo - Heist op den  Berg/Heist op den Berg - Tremelo"",3,"""",""771133"",""FFFFFF"""
"49537,1,""528"",""Mechelen - Peulis - Waver Scholen"",""Waver scholen - Peulis- Mechelen/Mechelen - Peulis - Waver scholen"",3,"""",""1199DD"",""FFFFFF"""
"49538,1,""529"",""Waver Scholen  - Tremelo"",""Tremelo - Waver Scholen/Waver Scholen - Tremelo"",3,"""",""444411"",""FFFFFF"""
"49539,1,""530"",""Mechelen - Keerbergen - Tremelo - Aarschot"",""Aarschot - Tremelo - Keerbergen - Mechelen/Mechelen - Keerbergen - Tremelo - Aarschot"",3,"""",""0099AA"",""000000"""
"49540,1,""532"",""Mechelen - Aarschot via Werchter"",""Aarschot - Werchter - Tremelo - Keerbergen - Mechelen/Mechelen - Keerbergen - Tremelo - Werchter - Aarschot"",3,"""",""EE8822"",""FFFFFF"""
"49541,1,""533"",""Mechelen - Rijmenam - Haacht Don Bosco - Tremelo"",""Haacht Don Bosco - Rijmenam - Mechelen/Mechelen - Rijmenam - Haacht Don Bosco"",3,"""",""FF88AA"",""000000"""
"49542,1,""534"",""Heist - Keerbergen scholen"",""Heist - Putte - Keerbergen scholen/Keerbergen scholen - Putte - Heist"",3,"""",""FFCCAA"",""000000"""
"49543,1,""538"",""Keerbergen - Waver Scholen"",""Keerbergen - Bonheiden - Pasbrug - Waver scholen/Waver scholen - Pasbrug - Bonheiden - Keerbergen"",3,"""",""771133"",""FFFFFF"""
"49544,1,""539"",""Waver Scholen  - Baal"",""Baal - Keerbergen - Bonheiden - Waver Scholen/Waver Scholen - Bonheiden - Keerbergen - Baal"",3,"""",""995511"",""FFFFFF"""
"49545,1,""540"",""Westerlo - Oevel - Herentals"",""Westerlo - Herentals/Herentals - Westerlo"",3,"""",""229922"",""FFFFFF"""
"49546,1,""541"",""Westerlo - Voortkapel - Herentals"",""Westerlo - Voortkapel - Herentals/Herentals - Voortkapel - Westerlo"",3,"""",""0099AA"",""000000"""
"49547,1,""542"",""Geel Industrie  - Olen - Herentals"",""Geel Industrie - Olen - Herentals/Herentals - Olen - Geel Industrie"",3,"""",""005555"",""FFFFFF"""
"49548,1,""543"",""Westerlo - Voortkapel - Noorderwijk"",""Westerlo - Noorderwijk/Noorderwijk - Westerlo"",3,"""",""77CCAA"",""000000"""
"49549,1,""550"",""Mechelen Gandhi - Duffel - Lier"",""Mechelen Gandhi - Duffel - Lier/Lier - Duffel - Mechelen Gandhi"",3,"""",""995511"",""FFFFFF"""
"49550,1,""551"",""Mechelen Gandhi - Sint-Katelijne-Waver"",""Mechelen Gandhi - Sint-Katelijne-Waver/Sint-Katelijne-Waver - Mechelen Gandhi"",3,"""",""C5AA77"",""000000"""
"49551,1,""552"",""Mechelen Gandhi - Elzestraat"",""Mechelen Gandhi - Elzestraat - (Sint-Katelijne-Waver)/(Sint-Katelijne-Waver) - Elzestraat - Mechelen Gandhi"",3,"""",""FFCC11"",""000000"""
"49552,1,""555"",""Lier - Duffel - Rumst"",""Rumst - Duffel - Lier/Lier - Duffel - Rumst"",3,"""",""771133"",""FFFFFF"""
"49553,1,""556"",""Lier station - Herderin - Duffel - Waarloos"",""Waarloos - Duffel - Herderin - Lier Station/Lier Station - Herderin - Duffel - Waarloos"",3,"""",""444411"",""FFFFFF"""
"49554,1,""558"",""Mechelen - Waver Scholen"",""Mechelen - Sint-Katelijne-Waver - Waver scholen/Waver scholen - Sint-Katelijne-Waver - Mechelen"",3,"""",""EE8822"",""FFFFFF"""
"49555,1,""560"",""Mechelen - St-Katelijne-Waver - Beukheuvel - Lier"",""Mechelen - Sint-Katelijne-Waver - Beukheuvel - Lier/Lier - Beukheuvel - Sint-Katelijne-Waver - Mechelen"",3,"""",""991199"",""FFFFFF"""
"49556,1,""561"",""Mechelen - St-Katelijne-Waver - Berlaarbaan - Lier"",""Mechelen - Sint-Katelijne-Waver - Berlaarbaan - Lier/Lier - Berlaarbaan - Sint-Katelijne-Waver - Mechelen"",3,"""",""DD0077"",""FFFFFF"""
"49557,1,""569"",""St.-Katelijne-Waver Hagelstein - Lier"",""Sint-Katelijne-Waver Hagelstein - Lier/Lier - Sint-Katelijne-Waver Hagelstein"",3,"""",""FF88AA"",""000000"""
"49558,1,""570"",""Lier - Berlaar Heikant - Berlaar"",""Lier - Berlaar Heikant - Berlaar/Berlaar - Berlaar Heikant - Lier"",3,"""",""FFCC11"",""000000"""
"49559,1,""571"",""Lier - Berlaar Heikant - Putte - Lier"",""Lier - Putte - Berlaar Heikant - Lier/Lier - Berlaar Heikant - Putte - Lier"",3,"""",""C5AA77"",""000000"""
"49560,1,""600"",""Meersel-Dreef - Hoogstraten - Antwerpen"",""Meersel-Dreef - Hoogstraten - Antwerpen/Antwerpen - Hoogstraten - Meersel-Dreef"",3,"""",""229922"",""FFFFFF"""
"49561,1,""601"",""St Job Kristus Koning - Antwerpen"",""St. Job - Antwerpen/Antwerpen - St. Job"",3,"""",""77CCAA"",""000000"""
"49562,1,""602"",""Meersel-Dreef - Hoogstraten - Antwerpen"",""Meerle - Hoogstraten - Antwerpen/Antwerpen - Hoogstraten - Meerle"",3,"""",""444411"",""FFFFFF"""
"49563,1,""607"",""Sint-Job - Sint-Antonius - scholen Malle"",""scholen Malle - Sint-Job/Sint-Job - scholen Malle"",3,"""",""991199"",""FFFFFF"""
"49564,1,""608"",""Hoogstraten-St Job Kristus Koning via Klein Veerle"",""Hoogstraten - St. Job/St. Job - Hoogstraten"",3,"""",""BB0022"",""FFFFFF"""
"49565,1,""610"",""Antwerpen - Oelegem"",""Oelegem - Antwerpen/Antwerpen - Oelegem"",3,"""",""8899AA"",""000000"""
"49566,1,""618"",""'s-Gravenwezel - Sint-Antonius - Scholen Malle"",""scholen Malle - 's-Gravenwezel/'s-Gravenwezel - scholen Malle"",3,"""",""FFCC11"",""000000"""
"49567,1,""619"",""Oelegem - Sint-Antonius - Scholen Malle"",""scholen Malle - Oelegem/Oelegem - scholen Malle"",3,"""",""771133"",""FFFFFF"""
"49568,1,""620"",""Meerle - Hoogstraten-Antwerpen via Schoten Centrum"",""Meer - Hoogstraten - Antwerpen/Antwerpen - Hoogstraten - Meer"",3,"""",""BBDD00"",""000000"""
"49569,1,""621"",""St. Job - Antwerpen via Schoten Centrum"",""Schoten - Antwerpen/Antwerpen - Schoten"",3,"""",""005555"",""FFFFFF"""
"49570,1,""629"",""Schoten - Brecht - scholen Malle"",""scholen Malle - Brecht - Schoten/Schoten - Brecht - scholen Malle"",3,"""",""C5AA77"",""000000"""
"49571,1,""640"",""Loenhout - Wuustwezel - Brasschaat - Antwerpen"",""Loenhout - Wuustwezel - Brasschaat - Antwerpen/Antwerpen - Brasschaat - Wuustwezel - Loenhout"",3,"""",""BB0022"",""FFFFFF"""
"49572,1,""641"",""Snelbus Wuustwezel via E19 - Antwerpen"",""Snelbus Wuustwezel - Antwerpen via E19/Snelbus Antwerpen - Wuustwezel via E19"",3,"""",""DD0077"",""FFFFFF"""
"49573,1,""642"",""Maria ter Heide - Antwerpen via Miksebaan"",""Maria ter Heide - Antwerpen via Miksebaan/Antwerpen - Maria ter Heide via Miksebaan"",3,"""",""FF88AA"",""000000"""
"49574,1,""649"",""Brasschaat - Wuustwezel - Hoogstraten"",""Hoogstraten - Wuustwezel - Brasschaat/Brasschaat - Wuustwezel - Hoogstraten"",3,"""",""8899AA"",""000000"""
"49575,1,""650"",""Kapellen - Merksem - Antwerpen Luchtbal"",""Kapellen - Antwerpen Luchtbal Station/Antwerpen Luchtbal Station - Kapellen"",3,"""",""0044BB"",""FFFFFF"""
"49576,1,""651"",""Merksem Burgemeester Nolf - Merksem Kerkhof"",""Merksem Kerkhof-Burgemeester Nolf/Merksem Burgemeester Nolf-Kerkhof"",3,"""",""1199DD"",""FFFFFF"""
"49577,1,""659"",""Ekeren-Donk - Kapellen - Wuustwezel - Hoogstraten"",""Hoogstraten - Ekeren-Donk/Ekeren-Donk - Hoogstraten"",3,"""",""995511"",""FFFFFF"""
"49578,1,""670"",""Essen - Kapellen - Merksem"",""Essen - Kapellen - (Merksem)/(Merksem) - Kapellen - Essen"",3,"""",""FFCC11"",""000000"""
"49579,1,""671"",""Zandvliet - Stabroek - Kalmthout"",""Kalmthout - Stabroek - Zandvliet/Zandvliet - Stabroek - Kalmthout"",3,"""",""229922"",""FFFFFF"""
"49580,1,""672"",""Stabroek - Wildert - Essen"",""Essen - Wildert - Stabroek/Stabroek - Wildert - Essen"",3,"""",""8899AA"",""000000"""
"49581,1,""673"",""Essen - Horendonk - Kalmthout - Stabroek"",""Essen - Horendonk - Kalmthout - Stabroek/Stabroek - Kalmthout - Horendonk - Essen"",3,"""",""BBDD00"",""000000"""
"49582,1,""674"",""Stabroek - Wildert - Essen Scholen"",""Essen - Kalmthout - Stabroek/Stabroek - Kalmthout - Essen"",3,"""",""771133"",""FFFFFF"""
"49583,1,""675"",""Putte - Kalmthout - Wuustwezel"",""Putte - Kalmthout - Wuustwezel/Wuustwezel - Kalmthout - Putte"",3,"""",""005555"",""FFFFFF"""
"49584,1,""676"",""Essen - Kalmthout - Kapellen"",""Essen - Kalmthout/Kalmthout - Essen"",3,"""",""FFCCAA"",""000000"""
"49585,1,""679"",""Essen - Achterbroek - Wuustwezel - Hoogstraten"",""Hoogstraten - Essen/Essen - Hoogstraten"",3,"""",""991199"",""FFFFFF"""
"49586,1,""720"",""Putte - Kapellen - Hoevenen - Antwerpen"",""Putte - Kapellen - Ekeren - Antwerpen/Antwerpen - Ekeren - Kapellen - Putte"",3,"""",""DD0077"",""FFFFFF"""
"49587,1,""730"",""Brasschaat - Ekeren - Antwerpen"",""Brasschaat - Ekeren - Antwerpen/Antwerpen - Ekeren - Brasschaat"",3,"""",""229922"",""FFFFFF"""
"49588,1,""760"",""Antwerpen - 6de en 7de havendok"",""Bevrijdingsdok - Noorderlaan - Antwerpen/Antwerpen - Noorderlaan - Bevrijdingsdok"",3,"""",""005555"",""FFFFFF"""
"49589,1,""761"",""Antwerpen - Luithagen"",""Luithagen - Antwerpen/Antwerpen - Luithagen"",3,"""",""FFCC11"",""000000"""
"49590,1,""762"",""CMB - Rooseveltplaats"",""CMB - Rooseveltplaats/Rooseveltplaats - CMB"",3,"""",""C5AA77"",""000000"""
"49591,1,""763"",""Kaai 91 - Rooseveltplaats"",""Kaai 91 - Rooseveltplaats/Rooseveltplaats - Kaai 91"",3,"""",""FF88AA"",""000000"""
"49592,1,""764"",""Van Cauwelaertsluis - Fr. Rooseveltplaats"",""Van Cauwelaertsluis - Fr. Rooseveltplaats/Fr. Rooseveltplaats - Van Cauwelaertsluis"",3,"""",""BBDD00"",""000000"""
"49593,1,""770"",""Zandvliet - Hoevenen - Antwerpen"",""Zandvliet - Stabroek - Hoevenen - Ekeren - Antwerpen/Antwerpen - Ekeren - Hoevenen - Stabroek - Zandvliet"",3,"""",""AACCEE"",""000000"""
"49594,1,""771"",""Zandvliet - Antwerpen via A12"",""Snelbus Zandvliet - Berendrecht - Antwerpen/Snelbus Antwerpen - Berendrecht - Zandvliet"",3,"""",""1199DD"",""FFFFFF"""
"49595,1,""772"",""Zandvliet - Antwerpen via Schoonbroek"",""Zandvliet - Hoevenen - Ekeren - Antwerpen via Schoonbroek/Antwerpen - Ekeren - Hoevenen - Zandvliet via Schoonbroek"",3,"""",""0044BB"",""FFFFFF"""
"49596,1,""775"",""Stabroek Pito- Antwerpen"",""Putte - Stabroek - Hoevenen - Ekeren - Antwerpen/Antwerpen - Ekeren - Hoevenen - Stabroek - Putte"",3,"""",""995511"",""FFFFFF"""
"49597,1,""776"",""Putte - Stabroek - Antwerpen via A12"",""Snelbus Stabroek - Antwerpen/Snelbus Antwerpen - Stabroek"",3,"""",""991199"",""FFFFFF"""
"49598,1,""778"",""Zandvliet - Merksem Scholen via Bredabaan"",""Zandvliet - Hoevenen - Ekeren - Merksem Scholen via Bredabaa/Merksem Scholen - Ekeren - Hoevenen - Zandvliet via Bredabaa"",3,"""",""C5AA77"",""000000"""
